MEMBER_NO,labels
47453,重要挽留客户
17797,一般客户
44371,低价值客户
36677,重要挽留客户
37584,低价值客户
56917,一般客户
61034,重要保持客户
21840,一般客户
34054,低价值客户
14055,低价值客户
49743,低价值客户
28886,低价值客户
40864,低价值客户
14592,一般客户
27547,低价值客户
62775,重要保持客户
12457,低价值客户
43762,重要挽留客户
56073,重要挽留客户
18715,重要挽留客户
60615,一般客户
21886,一般客户
39098,重要保持客户
42741,重要发展客户
58588,一般客户
62946,重要保持客户
49232,重要挽留客户
43564,低价值客户
28268,重要挽留客户
6984,一般客户
22928,一般客户
28467,重要保持客户
25892,重要发展客户
46485,低价值客户
23165,低价值客户
44472,低价值客户
46174,重要挽留客户
11569,重要挽留客户
50454,一般客户
43205,一般客户
3859,重要发展客户
22902,低价值客户
54893,重要保持客户
51274,低价值客户
17868,重要挽留客户
40738,重要保持客户
7167,重要发展客户
37426,低价值客户
14613,低价值客户
40446,一般客户
19271,重要保持客户
2675,重要挽留客户
43373,低价值客户
52398,低价值客户
44386,低价值客户
22941,低价值客户
19336,重要挽留客户
20083,重要保持客户
47484,一般客户
32030,重要发展客户
49673,低价值客户
7921,重要发展客户
21774,重要挽留客户
36612,重要挽留客户
25533,低价值客户
1993,低价值客户
50858,一般客户
30719,一般客户
13907,低价值客户
56060,重要发展客户
21165,重要发展客户
44277,重要发展客户
13358,低价值客户
2372,重要保持客户
37846,一般客户
31503,低价值客户
7818,重要发展客户
17104,一般客户
61307,低价值客户
46109,重要保持客户
24180,一般客户
26160,一般客户
19078,重要保持客户
17098,一般客户
5963,一般客户
17561,低价值客户
9335,低价值客户
14175,一般客户
38826,重要发展客户
31876,低价值客户
20505,重要挽留客户
5225,重要发展客户
54878,重要发展客户
29284,重要挽留客户
51186,低价值客户
7229,低价值客户
54199,重要发展客户
1828,低价值客户
44661,重要发展客户
22153,一般客户
8669,重要发展客户
7398,低价值客户
62435,重要保持客户
59395,一般客户
10153,重要挽留客户
19322,重要保持客户
35185,重要挽留客户
56322,重要挽留客户
20988,重要挽留客户
48730,低价值客户
19231,重要挽留客户
47074,重要保持客户
4262,重要保持客户
13279,低价值客户
8645,重要挽留客户
87,低价值客户
7720,一般客户
55277,重要挽留客户
23406,重要发展客户
42605,一般客户
30751,重要保持客户
15102,低价值客户
13117,一般客户
5014,低价值客户
17116,低价值客户
53364,低价值客户
46768,重要发展客户
6425,低价值客户
46199,重要挽留客户
42233,低价值客户
52908,低价值客户
37985,低价值客户
41177,低价值客户
19960,低价值客户
26974,重要挽留客户
12697,一般客户
1679,低价值客户
2952,重要挽留客户
17362,一般客户
8724,重要挽留客户
13898,低价值客户
29321,重要挽留客户
19241,重要挽留客户
39424,重要发展客户
34394,低价值客户
33481,重要发展客户
52941,一般客户
31242,一般客户
61215,低价值客户
45396,低价值客户
30254,重要挽留客户
17782,重要挽留客户
45545,低价值客户
29265,重要挽留客户
957,重要挽留客户
34397,低价值客户
40217,低价值客户
47928,重要挽留客户
36299,一般客户
12608,重要保持客户
61457,低价值客户
16643,低价值客户
1634,重要发展客户
49510,重要发展客户
7323,低价值客户
21279,重要挽留客户
11449,重要挽留客户
17698,重要发展客户
10084,重要挽留客户
12632,重要挽留客户
28358,重要挽留客户
28839,一般客户
26014,低价值客户
40703,低价值客户
61858,重要发展客户
472,低价值客户
32164,低价值客户
8774,重要挽留客户
15342,重要发展客户
12430,重要保持客户
49448,低价值客户
24741,重要保持客户
9358,低价值客户
40928,低价值客户
34229,低价值客户
32255,重要保持客户
42163,低价值客户
16901,重要保持客户
26932,重要挽留客户
10774,重要发展客户
956,一般客户
2640,重要挽留客户
29720,重要挽留客户
45370,低价值客户
7752,重要保持客户
43925,低价值客户
23630,低价值客户
7373,低价值客户
37395,重要发展客户
46720,一般客户
57789,低价值客户
44084,低价值客户
53740,重要保持客户
12974,重要挽留客户
43856,低价值客户
49662,重要发展客户
17702,重要挽留客户
5619,重要发展客户
10933,低价值客户
19232,重要发展客户
35318,一般客户
42196,低价值客户
58730,低价值客户
32486,低价值客户
18795,重要挽留客户
53771,重要挽留客户
42276,低价值客户
26380,一般客户
37883,低价值客户
11070,重要挽留客户
35278,一般客户
18205,低价值客户
16941,低价值客户
22841,低价值客户
56366,重要挽留客户
18911,重要挽留客户
21148,重要保持客户
8158,低价值客户
17725,重要保持客户
43028,低价值客户
16045,重要保持客户
3156,一般客户
40072,重要挽留客户
25228,一般客户
30644,一般客户
61945,一般客户
50166,低价值客户
57452,一般客户
13110,重要挽留客户
1997,重要挽留客户
54575,低价值客户
7247,一般客户
7121,低价值客户
11812,重要保持客户
42988,重要发展客户
28258,重要挽留客户
41918,低价值客户
40901,低价值客户
25514,低价值客户
18002,重要挽留客户
59940,重要发展客户
27414,低价值客户
43949,低价值客户
52740,重要发展客户
17608,重要挽留客户
41417,低价值客户
9172,低价值客户
18222,低价值客户
30271,低价值客户
62408,低价值客户
5899,一般客户
32238,低价值客户
7510,重要发展客户
19490,低价值客户
41187,一般客户
62547,重要挽留客户
38360,一般客户
12351,重要挽留客户
44913,重要挽留客户
33902,一般客户
21737,重要挽留客户
33219,重要发展客户
6301,一般客户
4450,低价值客户
11843,重要挽留客户
23259,低价值客户
46627,低价值客户
6020,一般客户
61403,一般客户
54050,重要发展客户
26870,重要挽留客户
9400,低价值客户
60630,低价值客户
61810,低价值客户
46170,重要挽留客户
8741,重要挽留客户
16046,低价值客户
15084,低价值客户
40619,低价值客户
45896,重要保持客户
58616,低价值客户
53314,低价值客户
56889,重要挽留客户
44384,低价值客户
18995,重要挽留客户
35883,重要保持客户
59989,低价值客户
57630,一般客户
7149,低价值客户
16525,一般客户
11388,重要挽留客户
47968,一般客户
50557,低价值客户
7628,一般客户
16111,重要挽留客户
24061,低价值客户
29342,重要挽留客户
60316,低价值客户
13651,一般客户
4400,低价值客户
54465,重要发展客户
17740,重要挽留客户
4474,低价值客户
45808,重要挽留客户
2993,重要挽留客户
29595,重要挽留客户
3409,一般客户
6275,低价值客户
42016,低价值客户
38446,重要挽留客户
43224,一般客户
1433,低价值客户
9072,一般客户
34666,低价值客户
58747,重要发展客户
34112,重要发展客户
44120,一般客户
62746,重要挽留客户
17682,重要挽留客户
17433,重要保持客户
57465,重要保持客户
7027,低价值客户
51443,重要保持客户
23845,低价值客户
27189,重要保持客户
4190,低价值客户
12888,重要发展客户
42096,低价值客户
36000,重要挽留客户
36255,低价值客户
52767,低价值客户
15619,低价值客户
15967,一般客户
55531,一般客户
47271,重要保持客户
42033,低价值客户
27176,低价值客户
109,一般客户
20855,重要挽留客户
55730,低价值客户
31428,重要保持客户
11167,重要保持客户
22393,一般客户
60195,重要发展客户
54473,低价值客户
16237,一般客户
39235,重要保持客户
56302,重要挽留客户
12948,重要挽留客户
5494,低价值客户
50940,低价值客户
28239,重要挽留客户
27504,低价值客户
62558,重要挽留客户
61225,低价值客户
39619,一般客户
10853,低价值客户
21448,重要挽留客户
62480,重要挽留客户
45185,低价值客户
39140,一般客户
59237,低价值客户
1480,低价值客户
48528,重要挽留客户
36793,重要挽留客户
22842,低价值客户
26330,低价值客户
51983,低价值客户
7147,低价值客户
26680,重要挽留客户
22444,低价值客户
48580,重要挽留客户
60628,低价值客户
26283,低价值客户
26087,一般客户
26742,重要挽留客户
28373,重要挽留客户
57781,重要挽留客户
1697,低价值客户
11037,重要保持客户
25984,低价值客户
15489,重要发展客户
26305,重要挽留客户
29285,重要挽留客户
35270,低价值客户
6331,低价值客户
52182,低价值客户
58979,低价值客户
29435,一般客户
56097,重要保持客户
48971,重要发展客户
3372,低价值客户
6159,低价值客户
791,重要挽留客户
34404,重要发展客户
40209,重要保持客户
42260,一般客户
60894,一般客户
31730,低价值客户
58496,低价值客户
61576,重要发展客户
44849,重要挽留客户
38646,重要挽留客户
28059,重要挽留客户
4524,低价值客户
50824,低价值客户
30659,重要挽留客户
47168,重要挽留客户
45246,一般客户
45830,重要挽留客户
42543,低价值客户
39798,重要挽留客户
31855,低价值客户
4458,一般客户
49972,重要保持客户
24716,低价值客户
26540,低价值客户
31785,低价值客户
12996,重要发展客户
57677,重要发展客户
3864,重要挽留客户
23088,重要发展客户
14141,低价值客户
58238,一般客户
40373,一般客户
58512,重要发展客户
158,一般客户
43240,低价值客户
43324,低价值客户
44570,重要挽留客户
46243,重要挽留客户
5843,重要发展客户
26635,重要挽留客户
62348,重要发展客户
1901,低价值客户
8453,重要挽留客户
52339,低价值客户
55008,重要保持客户
23496,重要保持客户
33828,低价值客户
15136,低价值客户
7386,一般客户
7440,一般客户
17326,低价值客户
42151,低价值客户
45052,重要保持客户
59046,一般客户
2748,重要挽留客户
14188,一般客户
11700,重要挽留客户
25941,一般客户
18230,重要发展客户
2947,重要挽留客户
39017,重要挽留客户
21633,一般客户
60635,低价值客户
56705,重要挽留客户
43290,一般客户
19899,一般客户
10365,一般客户
21441,重要挽留客户
36965,重要挽留客户
46757,一般客户
53441,一般客户
737,重要发展客户
45162,低价值客户
16679,重要挽留客户
34614,重要保持客户
60357,低价值客户
11552,重要发展客户
57546,低价值客户
42150,低价值客户
21618,重要挽留客户
23375,重要保持客户
948,重要挽留客户
59341,低价值客户
43622,重要挽留客户
11041,重要挽留客户
60435,一般客户
26355,低价值客户
49730,低价值客户
35269,低价值客户
62364,低价值客户
7868,一般客户
26418,一般客户
39997,低价值客户
25657,低价值客户
14262,低价值客户
31916,一般客户
28650,低价值客户
55366,重要挽留客户
39101,重要挽留客户
40406,重要挽留客户
53510,重要挽留客户
12699,低价值客户
59884,重要发展客户
53836,一般客户
39351,重要挽留客户
6937,低价值客户
36589,重要挽留客户
16074,低价值客户
25341,低价值客户
43717,低价值客户
654,重要挽留客户
36406,低价值客户
29598,重要挽留客户
20508,重要挽留客户
15850,一般客户
